FIPS,County,State,FIPS_Year,Year,Total Population,Total Violent And Property Crimes Rate,Violent Crimes Rate,Violent Crimes Rate D,Property Crimes Rate,Property Crimes Rate D,Total Violent Crimes Rate: Rape Legacy Definition,Total Violent Crimes Rate: Murders And Nonnegligent Manslaughters Rate,Total Violent Crimes Rate: Rape Revised Definition Rate,Total Violent Crimes Rate: Rape Legacy Definition Rate,Total Violent Crimes Rate: Robberies Rate,Total Violent Crimes Rate: Aggravated Assaults Rate,Total Property Crimes Rate: Burglaries Rate,Total Property Crimes Rate: Larcenies Rate,Total Property Crimes Rate: Motor Vehicle Thefts Rate,Arsons Rate,Rape Legacy Definition Rate
19091,Humboldt County,Iowa,19091_2013,2013,9683,795.2080967,61.96426727,3,733.2438294,4,0,0,0,0,0,61.96426727,289.1665806,392.4403594,51.63688939,0,17.47318702
51043,Clarke County,Virginia,51043_2018,2018,14523,454.4515596,61.97066722,3,392.4808924,2,30.0570795,0,13.77125938,8.7225515,34.42814845,13.77125938,55.08503753,330.5102252,6.885629691,0,21.03316984
51093,Isle of Wight County,Virginia,51093_2019,2019,37109,600.9323884,61.97957369,3,538.9528147,3,0,0,8.08429222,3.231906815,0,53.89528147,72.75862998,425.7727236,40.4214611,8.08429222,17.00582276
48191,Hall County,Texas,48191_2013,2013,3226,309.9814011,61.99628022,3,247.9851209,1,0,0,0.067132233,0,0,61.99628022,61.99628022,185.9888407,0,0,18.23573276
48453,Travis County,Texas,48453_2019,2019,1273954,316.3379525,62.01165819,3,254.3262944,2,64.84152711,0.15699154,9.184005074,9.087451982,5.57319966,47.09746192,59.81377664,172.0627275,22.44979018,1.255932318,22.89162021
54057,Mineral County,West Virginia,54057_2016,2016,27411,280.9091241,62.01889752,3,218.8902266,1,24.89559131,0,3.648170443,0,3.648170443,54.72255664,58.37072708,153.2231586,7.296340885,10.94451133,21.48403856
41001,Baker County,Oregon,41001_2019,2019,16124,427.9335153,62.01935004,3,365.9141652,2,0,0,6.201935004,5.631556006,0,55.81741503,86.82709005,241.8754651,37.21161002,0,16.98977394
49043,Summit County,Utah,49043_2016,2016,40307,1233.036445,62.02396606,3,1171.012479,5,0,0,14.88575185,14.42335166,9.92383457,37.21437964,136.4527253,967.5738705,66.98588335,4.961917285,15.44351186
41011,Coos County,Oregon,41011_2019,2019,64487,846.682277,62.02800564,3,784.6542714,4,1.534757012,0,6.202800564,5.552106241,6.202800564,49.62240452,167.4756152,536.5422488,80.63640734,9.304200847,16.1370294
13049,Charlton County,Georgia,13049_2014,2014,12897,945.956424,62.02992944,3,883.9264945,4,0,0,7.767086832,7.75374118,7.75374118,46.52244708,116.3061177,651.3142591,116.3061177,7.75374118,14.11953142
27073,Lac qui Parle County,Minnesota,27073_2017,2017,6916,318.1029,28.91845,1,289.1845,2,0,0,0,0,0,28.91844997,173.5106998,72.29612493,43.37767496,0,17.49485464
51105,Lee County,Virginia,51105_2016,2016,24179,1282.104305,62.0373051,3,1220.067,5,6.107794485,0,20.6791017,15.95975517,0,41.3582034,74.44476612,1141.486414,4.13582034,8.27164068,18.13758038
55137,Waushara County,Wisconsin,55137_2014,2014,24178,885.102159,62.03987096,3,823.062288,4,0,0,41.41653298,41.35991397,4.135991397,16.54396559,148.8956903,624.534701,49.63189677,4.135991397,17.05995444
31023,Butler County,Nebraska,31023_2018,2018,8058,335.0707372,62.05013651,3,273.0206006,2,0,0,12.4100273,11.77825977,0,49.64010921,0,260.6105733,12.4100273,0,17.40902446
54077,Preston County,West Virginia,54077_2018,2018,33839,328.0238778,62.05857147,3,265.9653063,2,0,2.95517007,11.82068028,7.047539463,0,47.28272112,8.86551021,221.6377553,35.46204084,2.95517007,16.76230393
55043,Grant County,Wisconsin,55043_2018,2018,51554,296.7761958,62.07083834,3,234.7053575,1,0,1.939713698,21.33685068,20.62058328,0,38.79427397,40.73398766,178.4536602,15.51770959,1.939713698,17.84571306
51137,Orange County,Virginia,51137_2019,2019,37051,399.4494076,62.07659712,3,337.3728105,2,0,0,32.3877898,27.16263327,2.698982484,26.98982484,45.88270222,261.8013009,29.68880732,0,17.25106647
19103,Johnson County,Iowa,19103_2016,2016,146547,176.7351089,62.09611933,3,114.6389895,1,0,0,16.37699851,11.62137635,1.364749875,44.35437095,37.53062158,68.23749377,8.870874191,0,17.8967228
31023,Butler County,Nebraska,31023_2016,2016,8052,235.9662196,62.09637357,3,173.869846,1,0,0,24.83854943,24.21963812,0,37.25782414,49.67709886,111.7734724,12.41927471,0,18.13184224
1133,Winston County,Alabama,01133_2014,2014,24150,418.2194617,62.11180124,3,356.1076605,2,0,0,24.8447205,20.27813401,0,37.26708075,144.9275362,194.6169772,16.563147,0,18.4264556
56013,Fremont County,Wyoming,56013_2016,2016,40242,482.0833955,62.1241489,3,419.9592466,2,0,0,9.939863824,9.606926825,0,52.18428508,32.30455743,357.8350977,29.81959147,0,16.74216038
48235,Irion County,Texas,48235_2013,2013,1609,2237.414543,62.15040398,3,2175.264139,5,0,0,1.28275763,0,0,62.15040398,435.0528278,1678.060907,62.15040398,62.15040398,20.23667647
42001,Adams County,Pennsylvania,42001_2014,2014,101350,591.0212136,62.16082881,3,528.8603848,3,0,0,8.880118402,4.395947243,4.933399112,48.3473113,78.93438579,433.152442,16.77355698,1.973359645,17.39123156
5077,Lee County,Arkansas,05077_2015,2015,9650,1005.181347,62.1761658,3,943.0051813,4,0,0,0,0,0,62.1761658,176.1658031,694.3005181,72.5388601,0,15.48954755
19067,Floyd County,Iowa,19067_2014,2014,16077,155.5016483,62.20065933,3,93.30098899,1,0,0,37.3203956,32.50808944,0,24.88026373,62.20065933,31.10032966,0,0,18.93305047
39101,Marion County,Ohio,39101_2013,2013,65910,1867.698377,62.20603854,3,1805.492338,5,50.86292995,0,12.13776362,12.25273637,30.34440904,19.72386588,438.4767107,1353.360643,13.65498407,3.034440904,24.17951806
40051,Grady County,Oklahoma,40051_2016,2016,54655,673.3144269,62.20839813,3,611.1060287,3,0,0,12.80761138,12.40337646,0,49.40078675,208.5810996,342.1461897,60.37873937,10.97795261,17.53808247
54059,Mingo County,West Virginia,54059_2014,2014,25716,104.9930005,62.21807435,3,42.77492612,1,13.42596205,0,0,0,0,62.21807435,7.777259294,31.10903718,3.888629647,3.888629647,19.70519362
26065,Ingham County,Michigan,26065_2019,2019,292406,226.0555529,62.24222485,3,163.813328,1,0,0.683980493,17.09951232,11.91117498,4.103882957,40.35484908,35.56698563,114.9087228,13.33761961,0,17.40668768
26095,Luce County,Michigan,26095_2014,2014,6426,1167.13352,62.24712107,3,1104.886399,5,0,0,46.6853408,41.88685513,0,15.56178027,217.8649237,840.3361345,46.6853408,0,17.10154232
47125,Montgomery County,Tennessee,47125_2013,2013,184729,431.9841498,62.25335491,3,369.7307948,2,0.753588013,1.082667042,5.954668731,1.646998154,3.789334647,51.42668449,86.61336336,258.757423,24.36000844,2.165334084,17.35390193
53041,Lewis County,Washington,53041_2016,2016,77066,716.2691719,62.28427582,3,653.9848961,3,0,0,11.67830172,11.04480138,1.297589079,49.30838502,238.7563906,354.2418187,60.98668674,3.892767238,17.16097305
16019,Bonneville County,Idaho,16019_2013,2013,107550,704.7884705,62.29660623,3,642.4918642,3,0,1.859600186,13.94700139,9.555990292,2.789400279,43.70060437,158.0660158,441.6550442,42.77080428,5.578800558,17.21875977
1043,Cullman County,Alabama,01043_2018,2018,83442,1154.09506,62.31873637,3,1091.776324,5,0,1.198437238,27.56405647,22.86754621,2.396874476,31.15936818,281.6327509,662.7357925,147.4077803,0,13.65309161
27075,Lake County,Minnesota,27075_2017,2017,10721,205.2047,46.63744,2,158.5673,1,0,0,18.65497621,13.82706417,0,27.98246432,37.30995243,83.94739297,37.30995243,9.327488,17.6725129
31101,Keith County,Nebraska,31101_2018,2018,8021,224.4109213,62.33636704,3,162.0745543,1,0,0,37.40182022,36.45806931,0,24.93454681,24.93454681,99.73818726,37.40182022,0,17.22855388
31043,Dakota County,Nebraska,31043_2014,2014,20850,350.1199041,62.3501199,3,287.7697842,2,0,0,4.789284656,4.79616307,0,57.55395683,57.55395683,206.235012,23.98081535,0,17.32206877
48169,Garza County,Texas,48169_2015,2015,6415,1184.723305,62.35385814,3,1122.369447,5,0,0,31.17692907,30.77337312,0,31.17692907,467.6539361,592.3616524,62.35385814,0,18.3540514
54061,Monongalia County,West Virginia,54061_2015,2015,104236,343.4513987,62.35849419,3,281.0929046,2,9.115737947,0,6.715530143,2.179158981,11.51233739,44.13062665,112.2452895,158.2946391,10.55297594,0.959361449,19.15064235
31003,Antelope County,Nebraska,31003_2015,2015,6414,342.9996882,62.36357967,3,280.6361085,2,0,0,0.006444677,0,0,62.36357967,15.59089492,249.4543187,15.59089492,0,17.24977531
53031,Jefferson County,Washington,53031_2015,2015,30466,1093.021729,62.36460316,3,1030.657126,4,6.057352146,3.282347535,22.97643274,22.25211334,6.56469507,29.54112781,364.3405764,620.3636841,45.95286549,6.56469507,19.13677122
27077,Lake of the Woods County,Minnesota,27077_2017,2017,3901,153.8067,25.63445,1,128.1723,1,51.31895015,0,0,0,0,25.6344527,0,102.5378108,25.6344527,25.63445,24.43411217
13077,Coweta County,Georgia,13077_2018,2018,145864,783.6066473,62.38688093,3,721.2197664,4,1.041507498,0.68557012,8.226841441,7.700051257,13.02583228,40.44863709,160.4234081,503.8940383,56.90231997,1.37114024,16.29423975
26087,Lapeer County,Michigan,26087_2014,2014,88153,386.8274477,62.39152383,3,324.4359239,2,0,0,17.01587013,12.46134361,1.134391342,44.24126235,94.15448141,212.131181,18.15026148,4.537565369,18.10420877
37127,Nash County,North Carolina,37127_2013,2013,94560,748.7309645,62.39424704,3,686.3367174,4,5,9.517766497,5.283035479,5.287648054,5.287648054,42.30118443,375.4230118,252.749577,58.1641286,7.402707276,18.85910998
51193,Westmoreland County,Virginia,51193_2015,2015,17629,1100.45947,62.39718645,3,1038.062284,4,0,5.672471496,17.01741449,12.64292389,5.672471496,34.03482897,226.8988598,692.0415225,119.1219014,0,14.18574739
26057,Gratiot County,Michigan,26057_2014,2014,41665,693.6277451,62.4024961,3,631.225249,3,0,4.800192008,24.00096004,19.28853933,4.800192008,28.80115205,144.0057602,470.4188168,16.80067203,2.400096004,18.01867076
17203,Woodford County,Illinois,17203_2019,2019,38459,332.8219662,62.40411867,3,270.4178476,2,2.237355661,13.00085806,7.800514834,7.146187935,2.600171611,39.00257417,96.20634962,161.2106399,13.00085806,2.600171611,18.30561513
27079,Le Sueur County,Minnesota,27079_2017,2017,27650,372.5135,18.08318,1,354.4304,2,0,0,14.46654611,9.795746667,0,3.616636528,108.4990958,216.9981917,28.93309222,0,17.50875245
27081,Lincoln County,Minnesota,27081_2017,2017,5793,276.1954,207.1466,3,69.04885,1,45.90028541,0,0,0,0,207.1465562,0,69.04885206,0,17.26221,24.43223423
30013,Cascade County,Montana,30013_2018,2018,81643,421.3465943,62.4670823,3,358.879512,2,0,0,4.899379004,0.261016517,0,57.56770329,73.49068506,240.0695712,45.31925578,2.449689502,16.62956554
20193,Thomas County,Kansas,20193_2013,2013,8001,337.4578178,62.49218848,3,274.9656293,2,0,0,12.4984377,8.215353326,0,49.99375078,74.99062617,187.4765654,12.4984377,0,17.99181412
24019,Dorchester County,Maryland,24019_2018,2018,31998,518.7824239,62.50390649,3,456.2785174,3,0,0,6.250390649,5.732738649,12.5007813,43.75273455,109.3818364,309.3943371,37.5023439,0,16.93376938
47165,Sumner County,Tennessee,47165_2015,2015,175989,329.5660524,62.50390649,3,267.0621459,2,0,0,9.65969464,5.091443545,1.136434664,51.70777719,85.8008171,167.6241129,13.63721596,2.272869327,17.90092126
40013,Bryan County,Oklahoma,40013_2019,2019,47995,731.3261798,62.50651109,3,668.8196687,4,0,0,14.58485259,13.9993667,2.08355037,45.83810814,287.529951,285.4464007,95.84331701,4.16710074,16.39113301
37199,Yancey County,North Carolina,37199_2015,2015,17587,352.5331211,62.5461989,3,289.9869222,2,0,0,0,0,0,62.5461989,147.8364701,125.0923978,17.05805424,0,18.23635534
49039,Sanpete County,Utah,49039_2015,2015,28778,545.5556328,62.54777955,3,483.0078532,3,0,0,0,0,3.474876642,59.07290291,86.87191605,350.9625408,45.17339634,0,16.40785581
48229,Hudspeth County,Texas,48229_2018,2018,4795,729.9270073,62.56517205,3,667.3618352,4,0,0,0,0.082420568,0,62.56517205,417.101147,83.42022941,166.8404588,0,14.52150138
26057,Gratiot County,Michigan,26057_2015,2015,41540,823.3028406,62.59027443,3,760.7125662,4,0,0,36.10977371,31.13648669,4.814636495,21.66586423,122.7732306,616.2734714,21.66586423,2.407318247,17.69672488
8109,Saguache County,Colorado,08109_2016,2016,6389,453.9051495,62.60760682,3,391.2975427,2,0,0,0,0,0,62.60760682,109.5633119,219.1266239,62.60760682,0,16.16618698
30067,Park County,Montana,30067_2015,2015,15972,356.8745304,62.60956674,3,294.2649637,2,0,0,12.52191335,8.104855479,0,50.08765339,43.82669672,212.8725269,37.56574005,0,16.80544838
40123,Pontotoc County,Oklahoma,40123_2016,2016,38330,542.6558831,62.61414036,3,480.0417428,3,0,0,15.65353509,15.26598657,0,46.96060527,203.4959562,221.7584138,54.78737282,5.21784503,17.57635603
53027,Grays Harbor County,Washington,53027_2019,2019,75061,395.6781817,62.6157392,3,333.0624425,2,0,1.33224977,23.98049586,22.75159225,1.33224977,35.9707438,127.8959779,178.5214692,26.6449954,2.66449954,18.04940114
27083,Lyon County,Minnesota,27083_2017,2017,25670,198.6755,19.47799,1,179.1975,1,0,0,3.895597974,0,0,15.5823919,70.12076354,93.49435138,15.5823919,3.895598,18.07327241
54107,Wood County,West Virginia,54107_2014,2014,86237,313.0906687,62.61813375,3,250.472535,2,3.024167082,0,5.797975347,1.469180725,1.159595069,55.66056333,125.2362675,112.4807217,12.75554576,4.638380278,18.8610677
47157,Shelby County,Tennessee,47157_2014,2014,938803,383.0409575,62.63294855,3,320.4080089,2,50.80647016,0.63911172,3.08903998,0,8.734526839,50.17027001,82.23237463,219.747913,18.42772126,2.6629655,22.03134618
41041,Lincoln County,Oregon,41041_2013,2013,46300,987.0410367,62.6349892,3,924.4060475,4,0,0,10.79913607,10.68674338,4.319654428,47.5161987,289.4168467,574.5140389,60.47516199,4.319654428,17.22049173
22043,Grant Parish,Louisiana,22043_2013,2013,22351,890.3404769,62.63701848,3,827.7034585,4,3,4.474072748,13.43920425,13.42221825,0,44.74072748,304.2369469,505.5702206,17.89629099,0,19.08795827
38055,McLean County,North Dakota,38055_2014,2014,9578,1524.326582,62.64355815,3,1461.683024,5,0,0,10.44059303,6.253064689,0,52.20296513,302.7771977,1054.499896,104.4059303,10.44059303,15.39425259
29135,Moniteau County,Missouri,29135_2015,2015,15963,244.3149784,62.64486625,3,181.6701121,1,0,0,0,0,0,62.64486625,156.6121656,6.264486625,18.79345988,0,18.4164834
21075,Fulton County,Kentucky,21075_2013,2013,6385,360.2192639,62.6468285,3,297.5724354,2,6.110618811,0,0,0,0,62.6468285,46.98512138,250.587314,0,0,18.71578629
27085,McLeod County,Minnesota,27085_2017,2017,35926,261.649,30.61849,2,231.0305,1,0,0,16.70099649,11.86323078,2.783499415,11.13399766,83.50498246,139.1749708,8.350498246,0,18.24372458
31065,Furnas County,Nebraska,31065_2016,2016,4787,1316.064341,62.66973052,3,1253.39461,5,0,0,0,0,0,62.66973052,396.9082933,814.7064968,41.77982035,0,17.89593089
47183,Weakley County,Tennessee,47183_2016,2016,33507,468.5588086,62.67347121,3,405.8853374,2,0,2.98445101,5.96890202,1.494775821,0,53.72011818,220.8493748,152.2070015,32.82896111,2.98445101,18.27989847
51139,Page County,Virginia,51139_2018,2018,23933,564.0747086,62.67496762,3,501.3997409,3,9.251604834,4.178331175,16.7133247,11.82687667,4.178331175,37.60498057,108.6366105,363.5148122,29.24831822,12.53499352,19.14631451
39013,Belmont County,Ohio,39013_2019,2019,67006,368.6237053,62.68095394,3,305.9427514,2,0,0,17.90884398,16.97850386,4.477210996,40.29489896,52.23412829,225.3529535,28.35566964,2.984807331,17.37316705
19043,Clayton County,Iowa,19043_2019,2019,17549,296.3131802,62.68163428,3,233.631546,1,0,0,39.88831272,34.57948836,0,22.79332156,62.68163428,153.8549205,17.09499117,0,18.14088056
51163,Rockbridge County,Virginia,51163_2013,2013,22334,1222.351572,62.68469598,3,1159.666876,5,0.887155712,0,8.954956568,4.590839429,8.954956568,44.77478284,268.6486971,850.720874,40.29730456,4.477478284,17.47955274
51163,Rockbridge County,Virginia,51163_2013,2013,22334,1222.351572,62.68469598,5,1159.666876,5,0.887155712,0,8.954956568,4.590839429,8.954956568,44.77478284,268.6486971,850.720874,40.29730456,4.477478284,17.47955274
27087,Mahnomen County,Minnesota,27087_2017,2017,5480,3102.19,200.7299,3,2901.46,5,15.58183509,36.49635036,18.24817518,14.56064387,0,145.9854015,675.1824818,1733.576642,492.7007299,18.24817,5.679471293
41065,Wasco County,Oregon,41065_2014,2014,25515,568.2931609,62.70821086,3,505.58495,3,8.795586337,0,0,0.053647858,3.919263179,58.78894768,176.366843,270.4291593,58.78894768,11.54586263,18.37479149
27089,Marshall County,Minnesota,27089_2017,2017,9406,191.3672,42.52605,2,148.8412,1,4.870436726,0,0,0,0,42.5260472,53.157559,95.68360621,0,0,18.83510793
20139,Osage County,Kansas,20139_2018,2018,15941,432.8461201,62.73132175,3,370.1147983,2,0,0,31.36566087,26.26085772,0,31.36566087,125.4626435,213.2864939,31.36566087,6.273132175,18.23964748
28105,Oktibbeha County,Mississippi,28105_2014,2014,49414,684.0166754,62.73525721,3,621.2814182,3,28.87593069,2.023717975,1.972697195,2.023717975,8.094871899,50.59294937,246.8935929,337.9609018,36.42692354,8.094871899,21.51740945
48201,Harris County,Texas,48201_2018,2018,4698619,950.4069174,62.74183968,3,887.6650778,4,225.4279544,1.830325038,12.57816392,13.36251475,48.33335071,0,162.6009685,598.3247418,126.7393675,3.745781473,31.22915099
40065,Jackson County,Oklahoma,40065_2016,2016,25497,290.2302232,62.75248068,3,227.4777425,1,0,3.922030043,7.844060086,7.497906555,0,50.98639056,98.05075107,101.9727811,27.4542103,3.922030043,17.86493913
47165,Sumner County,Tennessee,47165_2016,2016,180063,357.6525994,62.75581324,3,294.8967861,2,0,2.221444717,11.10722358,6.406771411,1.666083537,47.76106141,67.19870268,206.0389975,21.65908599,4.442889433,17.54873946
53003,Asotin County,Washington,53003_2016,2016,22306,833.8563615,62.76338205,3,771.0929795,4,0,0,17.93239487,17.33029889,0,44.83098718,156.9084551,524.52255,89.66197436,4.483098718,15.51147168
1117,Shelby County,Alabama,01117_2015,2015,208713,608.9702127,62.76561594,3,546.2045967,3,0,1.437380518,19.16507357,14.41431035,7.186902589,34.97625927,141.8215444,361.2616368,43.12141553,0,16.74615487
26087,Lapeer County,Michigan,26087_2019,2019,87607,268.2434052,62.78037143,3,205.4630338,1,0,1.141461299,29.67799377,24.49620858,1.141461299,30.81945507,50.22429715,127.8436655,27.39507117,0,17.45309917
26143,Roscommon County,Michigan,26143_2018,2018,23884,473.1200804,62.80355049,3,410.3165299,2,0,0,29.30832356,24.11538108,4.186903366,29.30832356,58.61664713,334.9522693,16.74761347,4.186903366,17.95416095
27091,Martin County,Minnesota,27091_2017,2017,20193,99.04422,14.85663,1,84.18759,1,12.23404547,0,0,0,0,14.85663349,19.80884465,54.47432279,9.904422325,4.952211,19.42763413
20207,Woodson County,Kansas,20207_2018,2018,3183,1602.262017,62.83380459,3,1539.428212,5,0,0,0,0,0,62.83380459,659.7549482,816.8394596,62.83380459,0,18.83257684
4021,Pinal County,Arizona,04021_2016,2016,418540,454.6757777,62.83748268,3,391.838295,2,0,0.955703159,10.51273474,9.889295018,3.106035265,48.26300951,105.605199,235.8197544,50.41334162,2.389257896,16.20606808
41013,Crook County,Oregon,41013_2018,2018,23867,745.7996397,62.84828424,3,682.9513554,4,0,0,16.75954246,16.16762726,0,46.08874178,171.7853103,444.1278753,67.03816986,4.189885616,16.53584191
36069,Ontario County,New York,36069_2019,2019,109777,672.2719695,62.85469634,3,609.4172732,3,0,1.821875256,23.68437833,22.72667676,4.554688141,32.79375461,79.25157364,520.1453856,10.02031391,0,17.56036863
51007,Amelia County,Virginia,51007_2013,2013,12727,982.1639035,62.85848982,3,919.3054137,4,0,0,23.57193368,19.0262151,7.857311228,31.42924491,275.005893,542.1544747,102.145046,15.71462246,16.57559736
56009,Converse County,Wyoming,56009_2013,2013,14316,433.0818664,62.86672255,3,370.2151439,2,5,0,34.82227054,34.92595697,0,27.94076558,27.94076558,314.3336127,27.94076558,0,17.78703768
27001,Aitkin County,Minnesota,27001_2018,2018,15902,1106.779022,62.88517168,3,1043.89385,4,0,6.288517168,12.57703434,7.753314851,6.288517168,37.73110301,396.1765816,572.2550623,75.46220601,6.288517168,17.45178372
53017,Douglas County,Washington,53017_2016,2016,41327,856.5828635,62.91286568,3,793.6699978,4,0,2.419725603,9.678902412,9.103022902,2.419725603,48.39451206,220.1950299,483.9451206,89.52984732,7.259176809,15.99611399
17015,Carroll County,Illinois,17015_2019,2019,14305,209.7168822,62.91506466,3,146.8018175,1,10.0044431,0,6.99056274,6.522430891,0,55.92450192,55.92450192,83.88675288,6.99056274,6.99056274,19.75802792
27093,Meeker County,Minnesota,27093_2017,2017,23094,623.5386,77.94232,3,545.5963,3,0,0,43.30129038,38.17966424,4.330129038,30.31090326,194.8558067,290.1186455,60.62180653,0,17.20749629
20057,Ford County,Kansas,20057_2013,2013,34950,329.0414878,62.94706724,3,266.0944206,2,0,0,8.583690987,4.308511658,2.861230329,51.50214592,105.8655222,140.2002861,20.0286123,0,17.87936844
55053,Jackson County,Wisconsin,55053_2014,2014,20652,1026.53496,62.94789851,3,963.5870618,4,0,0,14.34279165,14.52643812,0,48.42146039,246.949448,561.6889405,154.9486733,0,13.27641289
20159,Rice County,Kansas,20159_2018,2018,9531,451.1593747,62.95247088,3,388.2069038,2,6.756914993,0,0,0,10.49207848,52.4603924,178.3653342,178.3653342,31.47623544,0,18.53191147
9015,Windham County,Connecticut,09015_2013,2013,117505,613.590911,62.97604357,4,550.6148675,3,0,0,10.21233139,0,16.1695247,36.59418748,79.14556827,407.642228,63.82707119,6.808220927,15.91478801
27095,Mille Lacs County,Minnesota,27095_2017,2017,25788,2586.474,135.722,3,2450.752,5,0,0,3.877772607,0,7.755545215,124.0887234,593.2992089,1679.075539,178.3775399,0,12.79190516
13017,Ben Hill County,Georgia,13017_2014,2014,17464,864.6358223,62.98671553,3,801.6491067,4,0,0,11.50795526,11.4521301,11.4521301,40.08245534,423.7288136,326.3857077,51.53458543,0,18.54350509
51173,Smyth County,Virginia,51173_2013,2013,31741,957.7518037,63.00998708,3,894.7418166,4,1.484694942,0,22.05349548,17.55329772,0,40.9564916,148.0734696,730.9158502,15.75249677,9.451498062,18.39673365
47065,Hamilton County,Tennessee,47065_2013,2013,349030,532.6189726,63.03183107,3,469.5871415,3,0,0.286508323,4.297624846,0.026205234,2.292066585,56.15563132,149.5573446,285.0757815,34.95401541,0.573016646,16.88533476
27097,Morrison County,Minnesota,27097_2017,2017,32850,605.7839,18.26484,1,587.519,3,0,0,6.088280061,1.704153605,0,12.17656012,85.23592085,420.0913242,82.19178082,0,14.94513428
40087,McClain County,Oklahoma,40087_2015,2015,38066,683.0242211,63.04838964,3,619.9758315,3,0,2.627016235,13.13508117,12.85929318,2.627016235,44.65927599,186.5181527,354.6471917,78.81048705,7.881048705,16.46582851
47125,Montgomery County,Tennessee,47125_2015,2015,193479,409.3467508,63.05593889,3,346.2908119,2,3.912165651,0.516851958,3.617963707,0,1.550555874,57.37056735,98.20187204,227.4148616,20.67407832,2.58425979,17.97518941
36009,Cattaraugus County,New York,36009_2019,2019,76117,328.441741,63.06081427,3,265.3809267,2,0,0,17.07897053,16.30333552,0,45.98184374,57.80574642,178.6723071,28.90287321,7.882601784,17.7899734
27099,Mower County,Minnesota,27099_2017,2017,39248,234.4068,22.9311,1,211.4757,1,0,0,15.28740318,10.47189816,2.54790053,5.09580106,78.98491643,104.4639217,28.02690583,5.095801,17.85000698
13117,Forsyth County,Georgia,13117_2015,2015,212438,743.7464107,63.07722724,3,680.6691835,4,1.77379451,0,13.30913331,13.18031614,3.765804611,46.13110649,124.7422777,525.3297433,30.59716247,3.336137476,17.24415294
27119,Polk County,Minnesota,27119_2013,2013,31703,712.8662903,63.08551241,3,649.7807778,3,0,0,22.07992934,17.5768642,0,41.00558307,189.2565372,432.13576,28.38848059,9.462826862,18.49626176
1109,Pike County,Alabama,01109_2016,2016,33286,363.516193,63.08958721,3,300.4266058,2,12.91994903,3.004266058,0,0,6.008532116,54.07678904,81.11518356,207.294358,12.01706423,0,19.21084832
5011,Bradley County,Arkansas,05011_2015,2015,11094,414.6385434,63.09716964,3,351.5413737,2,0,0,0,0,0,63.09716964,171.2637462,153.2359834,27.04164413,0,17.98565658
29043,Christian County,Missouri,29043_2013,2013,80803,491.3183916,63.11646845,3,428.2019232,2,0,1.237577813,0,0,0,61.87889064,144.7966041,225.2391619,58.1661572,0,16.42252888
48493,Wilson County,Texas,48493_2015,2015,47520,593.4343434,63.13131313,3,530.3030303,3,8.598398058,0,6.313131313,6.23322015,2.104377104,54.71380471,227.2727273,269.3602694,33.67003367,4.208754209,19.18742265
48289,Leon County,Texas,48289_2019,2019,17404,729.7173064,63.20386118,3,666.5134452,3,0,0,0,0,0,63.20386118,206.8490002,402.2063893,57.45805562,0,16.69287641
27101,Murray County,Minnesota,27101_2017,2017,8463,496.2779,11.81614,1,484.4618,3,0.064797363,0,11.81614085,7.085129896,0,0,47.26456339,401.7487888,35.44842255,11.81614,17.36775345
27103,Nicollet County,Minnesota,27103_2017,2017,33226,174.5621,21.06784,1,153.4942,1,0,0,6.019382411,1.420638817,0,15.04845603,36.11629447,105.3391922,12.03876482,0,17.7171189
1005,Barbour County,Alabama,01005_2014,2014,26887,539.2940826,63.2275821,3,476.0665005,3,2.358879606,7.438539071,7.438539071,3.021189532,7.438539071,40.91196489,252.9103284,204.5598245,18.59634768,0,18.93454
13037,Calhoun County,Georgia,13037_2016,2016,6324,205.5660974,63.25110689,3,142.3149905,1,0,0,0.014404196,0,0,63.25110689,15.81277672,110.6894371,15.81277672,0,17.45956284
26059,Hillsdale County,Michigan,26059_2014,2014,45830,360.0261837,63.27732926,3,296.7488545,2,0,0,24.00174558,19.3647551,0,39.27558368,91.64302858,202.923849,2.181976871,2.181976871,18.70163965
56017,Hot Springs County,Wyoming,56017_2015,2015,4741,527.3149125,63.2777895,3,464.037123,3,0,0,0,0,0,63.2777895,126.555579,295.296351,42.185193,0,16.92029511
51145,Powhatan County,Virginia,51145_2016,2016,28443,801.6032064,63.28446366,3,738.3187427,4,0,3.515803537,24.61062476,19.73558603,7.031607074,28.1264283,108.9899096,562.5285659,66.8002672,7.031607074,16.13473716
5093,Mississippi County,Arkansas,05093_2014,2014,44235,906.5219849,63.29829321,3,843.2236916,4,0,0,6.781959986,2.480581973,4.521306658,51.99502656,187.6342263,599.0731321,56.51633322,2.260653329,16.45165318
55033,Dunn County,Wisconsin,55033_2013,2013,44221,438.7055924,63.31833292,3,375.3872594,2,8,0,18.0323748,18.09095226,0,45.22738066,108.5457136,219.3527962,47.48874969,2.261369033,17.95223926
55115,Shawano County,Wisconsin,55115_2016,2016,41062,901.076421,63.31888364,3,837.7575374,4,2.612351217,2.435341678,19.55873669,19.48273343,9.741366714,31.65944182,267.8875846,518.7277775,51.14217525,2.435341678,17.74542194
1045,Dale County,Alabama,01045_2018,2018,48956,363.5917967,63.32216684,3,300.2696299,2,0,0,18.38385489,13.4546857,2.042650543,42.89566141,79.66337119,202.2224038,18.38385489,0,17.78400942
